Dışa Aktarım Tarihi:,03.05.2026 16:27:32
Toplam Kayıt Sayısı:,2000

Fon Kodu,Fon Adı,Tarih,Fiyat
PBS,AZİMUT PORTFÖY BOĞAZİÇİ SERBEST (DÖVİZ) FON,30.04.2026,"64,475558"
PBY,PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,941113"
PCE,PARDUS PORTFÖY İNCİ SERBEST FON,30.04.2026,"1,163247"
PCH,PARDUS PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"3,453821"
PCN,PERFORM PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ)  FON,30.04.2026,"60,669997"
PCS,PUSULA PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"4,431619"
PDC,PUSULA PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,524373"
PDD,QİNVEST PORTFÖY KATILIM FONU,30.04.2026,"5,385855"
PDE,PUSULA PORTFÖY DENGE KATILIM SERBEST FON,30.04.2026,"1,120222"
PDF,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"55,993083"
PDG,PUSULA PORTFÖY DOĞU HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,16654"
PDH,PARDUS PORTFÖY DOĞU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"15,359836"
PDS,PARDUS PORTFÖY DÖRDÜNCÜ SERBEST FON,30.04.2026,"0,698768"
PEA,PERFORM PORTFÖY ALTIN FONU,30.04.2026,"1,448188"
PFO,PHİLLİP PORTFÖY FON SEPETİ FONU,30.04.2026,"2,243413"
PFS,ATLAS PORTFÖY FON SEPETİ FONU,30.04.2026,"2,650192"
PGD,QİNVEST PORTFÖY AGRESİF DEĞİŞKEN FON,30.04.2026,"1,5809"
PGE,PARDUS PORTFÖY GÜNEY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"13,609895"
PGH,PUSULA PORTFÖY GÜNEY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"7,74748"
PGS,AZİMUT PORTFÖY PAY GERİ ALIMI YAPAN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,224746"
PHB,PUSULA PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,100427"
PHE,PUSULA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,816142"
PHF,PİRAMİT PORTFÖY BİST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,01314"
PHI,PİRAMİT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,4884"
PHK,PHİLLİP PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,480053"
PHN,PUSULA PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"582,805229"
PHS,PERFORM PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"4,126418"
PHY,PARDUS PORTFÖY BATI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"7,807695"
PID,PİRAMİT PORTFÖY DEĞİŞKEN FON,30.04.2026,"1,686711"
PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,30.04.2026,"3,972847"
PIP,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,30.04.2026,"1,492117"
PIR,PİRAMİT PORTFÖY ALTIN FONU,30.04.2026,"1,660224"
PIS,PARDUS PORTFÖY İKİNCİ KISA VADELİ SERBEST (TL) FON,30.04.2026,"1,276884"
PJL,PHİLLİP PORTFÖY PARA PİYASASI FONU,30.04.2026,"4,615639"
PJP,PERFORM PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"46,35914"
PKD,PUSULA PORTFÖY İKİNCİ DENGE KATILIM SERBEST FON,30.04.2026,"0,861794"
PKF,ATA PORTFÖY ALTIN KATILIM FONU,30.04.2026,"4,66433"
PKH,DENİZ PORTFÖY POYRAZ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,983194"
PKL,PUSULA PORTFÖY KATILIM SERBEST (TL) FON,30.04.2026,"2,232551"
PKN,PİRAMİT PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,915443"
PKP,ATA PORTFÖY PARA PİYASASI KATILIM SERBEST FON,30.04.2026,"1,113484"
PKR,ROTA PORTFÖY PARA PİYASASI KATILIM FONU,30.04.2026,"1,38768"
PKT,YAPI KREDİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,30.04.2026,"1,411212"
PKU,PARDUS PORTFÖY KUZEY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"6,96064"
PKV,PARDUS PORTFÖY KISA VADELİ SERBEST (TL) FON,30.04.2026,"1,793661"
PKZ,PUSULA PORTFÖY KUZEY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"8,213626"
PLA,YAPI KREDİ PORTFÖY PLAY FON SEPETİ ÖZEL FONU,30.04.2026,"1,121351"
PLR,OSMANLI PORTFÖY PARA PİYASASI FONU,30.04.2026,"1,477828"
PLS,DENİZ PORTFÖY LARA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"25,626864"
PMG,İŞ PORTFÖY MG HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,561396"
PMH,PARDUS PORTFÖY MARMARA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,015285"
PMP,PARDUS PORTFÖY MODEL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,178609"
PNU,PUSULA PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,30.04.2026,"1,065972"
PO7,PARDUS PORTFÖY ONYEDİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,923048"
PO8,PARDUS PORTFÖY ONSEKİZİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"3,539931"
PO9,PARDUS PORTFÖY ONDOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,827468"
POB,PARDUS PORTFÖY ONBİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"4,778422"
POD,DENİZ PORTFÖY ONBEŞİNCİ SERBEST (DÖVİZ-POUND) FON,30.04.2026,"64,039867"
POF,PARDUS PORTFÖY ONALTINCI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"7,207681"
POH,PİRAMİT PORTFÖY ÖZGÜN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,110715"
POI,PARDUS PORTFÖY ONİKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,098451"
POS,PARDUS PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,222173"
POU,PARDUS PORTFÖY ONÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,335344"
PP1,PARDUS PORTFÖY BİRİNCİ KATILIM FONU,30.04.2026,"1,690546"
PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"10,081412"
PPD,PERFORM PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"32,994717"
PPE,PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON,30.04.2026,"58,003545"
PPF,AZİMUT PORTFÖY AKÇE SERBEST FON,30.04.2026,"4,593665"
PPG,ALBARAKA PORTFÖY PARA PİYASASI KATILIM FONU,30.04.2026,"1,292981"
PPH,PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,655255"
PPI,YAPI KREDİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,30.04.2026,"2,031124"
PPJ,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,30.04.2026,"1,635586"
PPK,QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU,30.04.2026,"1,997364"
PPM,PİRAMİT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,953438"
PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"5,09817"
PPO,PARDUS PORTFÖY ONDÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,576589"
PPP,PERFORM PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"2,770686"
PPS,PHİLLİP PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"4,091997"
PPT,ATLAS PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"2,869359"
PPU,PARDUS PORTFÖY ÜÇÜNCÜ SERBEST FON,30.04.2026,"2,115638"
PPV,AKTİF PORTFÖY PARA PİYASASI SERBEST (TL) FON,30.04.2026,"1,018302"
PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"5,838883"
PRD,PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"2,061414"
PRF,AZİMUT PORTFÖY IRF SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"59,184267"
PRH,AURA PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"1,940728"
PRR,INVEO PORTFÖY PARA PİYASASI KATILIM (TL) FONU,30.04.2026,"1,184184"
PRU,ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON,30.04.2026,"3,172796"
PRV,QINVEST PORTFÖY PARA PİYASASI SERBEST FON,30.04.2026,"1,191739"
PRY,PUSULA PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"2,740376"
PRZ,ROTA PORTFÖY POYRAZ SERBEST ÖZEL FON,30.04.2026,"0,00"
PSD,İŞ PORTFÖY PERAS SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"49,975145"
PSE,ATLAS PORTFÖY PARA PİYASASI SERBEST FON,30.04.2026,"1,625681"
PSG,AZİMUT PORTFÖY 9.0 SERBEST FON,30.04.2026,"8,716144"
PSH,DENİZ PORTFÖY PERAKENDE SEKTÖRÜ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,99915"
PSL,AZİMUT PORTFÖY 8.0 SERBEST FON,30.04.2026,"7,787306"
PSO,İŞ PORTFÖY PERAS SERBEST ÖZEL FON,30.04.2026,"0,410269"
PSR,PARDUS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"6,41176"
PSS,AZİMUT PORTFÖY SARAY SERBEST FON,30.04.2026,"5,342188"
PST,PARDUS PORTFÖY SANAYİ SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,027907"
PTC,PERFORM PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"61,294123"
PTE,TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,30.04.2026,"1,505674"
PTF,QNB PORTFÖY TREND SERBEST FON,30.04.2026,"1,312907"
PTG,AZİMUT PORTFÖY KZY SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"59,547315"
PTL,TEB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,30.04.2026,"1,654872"
PTN,PHİLLİP PORTFÖY ALTIN FONU,30.04.2026,"1,594183"
PTO,PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,449235"
PTP,AHLATCI PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"1,061487"
PTS,QNB PORTFÖY PARA PİYASASI SERBEST (TL) FON,30.04.2026,"1,4179"
PUA,AZİMUT PORTFÖY ADEMİR SERBEST (TL) ÖZEL FON,30.04.2026,"8,985894"
PUC,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON,30.04.2026,"6,5297"
PUH,PERFORM PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,506578"
PUR,AK PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,30.04.2026,"9,251496"
PUT,AK PORTFÖY ÖPY BEŞİNCİ SERBEST ÖZEL FON,30.04.2026,"7,331832"
PUV,AK PORTFÖY PRUVA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"53,150272"
PUZ,AZİMUT PORTFÖY LUNA SERBEST ÖZEL FON,30.04.2026,"9,091577"
PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,30.04.2026,"5,151883"
PYB,TEB PORTFÖY ALTERNATİFBANK PARA PİYASASI (TL) FON,30.04.2026,"1,656981"
PYD,PARDUS PORTFÖY YİRMİBİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"0,803496"
PYF,AZİMUT PORTFÖY YONCA SERBEST ÖZEL FON,30.04.2026,"9,402109"
PYH,AZİMUT PORTFÖY 10.0 KATILIM SERBEST FON,30.04.2026,"7,130906"
PYI,PARDUS PORTFÖY YİRMİİKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"4,713997"
PYL,AZİMUT PORTFÖY 11.0 SERBEST FON,30.04.2026,"8,670719"
PYR,PARDUS PORTFÖY YİRMİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,050255"
PYS,YAPI KREDİ PORTFÖY PY HARBİYE SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"55,344606"
RAF,ROTA PORTFÖY ALTINCI SERBEST FON,30.04.2026,"3,523617"
RAI,ROTA PORTFÖY ABİS HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,930735"
RAN,İŞ PORTFÖY RANA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"54,13951"
RAV,ROTA PORTFÖY ALEV SERBEST FON,30.04.2026,"1,345308"
RAY,ROTA PORTFÖY RAY SİGORTA SERBEST (TL) ÖZEL FON,30.04.2026,"3,665464"
RBA,ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU,30.04.2026,"21,489601"
RBB,RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,30.04.2026,"1,482581"
RBE,ROTA PORTFÖY BEŞİNCİ SERBEST (TL) FON,30.04.2026,"3,786229"
RBF,ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,30.04.2026,"1,634204"
RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"31,298268"
RBI,RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"53,876513"
RBK,ALBARAKA PORTFÖY KATILIM FONU,30.04.2026,"8,049479"
RBL,QNB PORTFÖY ROBOTİK VE BLOCKCHAİN TEKNOLOJİLERİ SERBEST FON,30.04.2026,"1,588947"
RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,513548"
RBP,RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,30.04.2026,"1,989555"
RBR,RE-PIE  PORTFÖY BİRİNCİ KATILIM SERBEST FON,30.04.2026,"2,875212"
RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,30.04.2026,"5,815378"
RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,30.04.2026,"6,161405"
RCL,ROTA PORTFÖY CELO SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"57,27948"
RCS,ROTA PORTFÖY CS SERBEST ÖZEL FON,30.04.2026,"5,511577"
RCV,AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU,30.04.2026,"1,586031"
RD1,ROTA PORTFÖY BİRİNCİ DEĞİŞKEN FON,30.04.2026,"1,74717"
RDF,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,546195"
RDH,RE-PIE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"4,34081"
RDK,ROTA PORTFÖY ESİN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,274414"
RDS,ROTA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"0,00"
RDT,PHİLLİP PORTFÖY RODOSTO SERBEST FON,30.04.2026,"0,954407"
RDZ,ROTA PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ) FON,30.04.2026,"46,760837"
RE7,RE-PIE PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,264027"
RE8,RE-PIE PORTFÖY SEKİZİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"3,503797"
RGD,RE-PIE PORTFÖY AGRESİF DEĞİŞKEN FON,30.04.2026,"1,020775"
RGH,RE-PIE PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,0631"
RHD,ROTA PORTFÖY HEDEF SERBEST FON,30.04.2026,"1,813162"
RHI,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,56896"
RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"7,307581"
RIA,ROTA PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,259602"
RIH,RE-PIE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"6,907749"
RIK,RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON,30.04.2026,"5,472608"
RJG,RE-PIE PORTFÖY ALTIN KATILIM FONU,30.04.2026,"3,393907"
RKC,ROTA PORTFÖY İKİNCİ DEĞİŞKEN FON,30.04.2026,"1,572365"
RKH,RE-PIE PORTFÖY KATILIM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,00733"
RKL,AZİMUT PORTFÖY ALARKO YATIRIM BİRİNCİ SERBEST (TL) ÖZEL FON,30.04.2026,"2,898022"
RKS,ROTA PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,30.04.2026,"1,894528"
RKV,RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,30.04.2026,"2,314189"
RLH,ROTA PORTFÖY YİRMİNCİ SERBEST FON,30.04.2026,"1,535343"
RO1,ROTA PORTFÖY BİRİNCİ PARA PİYASASI SERBEST FON,30.04.2026,"1,145683"
ROD,ROTA PORTFÖY ODEABANK BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"52,049882"
ROF,ROTA PORTFÖY ONUNCU SERBEST FON,30.04.2026,"3,177029"
ROY,ROTA PORTFÖY ONDÖRDÜNCÜ SERBEST FON,30.04.2026,"1,244873"
RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,30.04.2026,"4,826831"
RPD,RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON,30.04.2026,"13,302329"
RPE,ROTA PORTFÖY EGE SERBEST ÖZEL FON,30.04.2026,"0,00"
RPG,ROTA PORTFÖY ALTIN FONU,30.04.2026,"6,033819"
RPI,ROTA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,345035"
RPK,ROTA PORTFÖY TGK KAR PAYI ÖDEYEN SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"59,868467"
RPL,RE-PIE PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,30.04.2026,"1,549239"
RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,30.04.2026,"3,707154"
RPN,ROTA PORTFÖY NEV SERBEST FON,30.04.2026,"5,019189"
RPO,ROTA PORTFÖY FORTİS SERBEST (TL) ÖZEL FON,30.04.2026,"6,59275"
RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,30.04.2026,"4,396488"
RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"60,06581"
RPT,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON,30.04.2026,"4,586315"
RPU,ALBARAKA PORTFÖY ÜÇÜNCÜ KISA VADELİ KATILIM SERBEST (TL) FON,30.04.2026,"3,272893"
RPX,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"58,759936"
RRA,ROTA PORTFÖY PARA PİYASASI SERBEST FON,30.04.2026,"1,331731"
RRP,RE-PIE PORTFÖY PARA PİYASASI KATILIM (TL) FON,30.04.2026,"1,463504"
RS1,ROTA PORTFÖY BİRİNCİ KISA VADELİ SERBEST FON,30.04.2026,"1,427422"
RSF,ATA PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,30.04.2026,"3,916636"
RSK,ROTA PORTFÖY ONSEKİZİNCİ SERBEST FON,30.04.2026,"1,622352"
RSY,TACİRLER PORTFÖY REGULUS SERBEST FON,30.04.2026,"0,989913"
RSZ,AHLATCI PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"6,712433"
RTA,ROTA PORTFÖY ONİKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,733576"
RTB,ROTA PORTFÖY ONÜÇÜNCÜ SERBEST FON,30.04.2026,"2,391509"
RTD,RE-PIE PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,30.04.2026,"1,749581"
RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,30.04.2026,"4,938913"
RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"6,135291"
RTI,ALBARAKA PORTFÖY ALBARAKA TÜRK İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,30.04.2026,"3,004005"
RTP,RE-PIE PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"12,405292"
RUH,RE-PIE PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,95315"
RUT,BV PORTFÖY ROBOTİK VE UZAY TEKNOLOJİLERİ DEĞİŞKEN FON,30.04.2026,"2,159134"
RVI,ROTA PORTFÖY ONALTINCI SERBEST FON,30.04.2026,"1,288157"
RVS,ROTA PORTFÖY ONBEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"2,632949"
RYA,ALLBATROSS PORTFÖY ARYA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,220512"
RYB,ROTA PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,30.04.2026,"46,497523"
RYD,ROTA PORTFÖY YİRMİDÖRDÜNCÜ SERBEST FON,30.04.2026,"1,512309"
RYF,ROTA PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"14,383762"
RYU,ROTA PORTFÖY YİRMİÜÇÜNCÜ SERBEST (DÖVİZ) FON,30.04.2026,"45,7459"
RZR,ROTA PORTFÖY RZR SERBEST ÖZEL FON,30.04.2026,"4,515377"
SAP,AK PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU,30.04.2026,"1,641819"
SAR,İŞ PORTFÖY SARDUNYA SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"49,101774"
SAS,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,678738"
SAT,AZİMUT PORTFÖY RASAT HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"264,619348"
SBH,SPARTA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,887761"
SBI,STRATEJİ PORTFÖY BİRİNCİ SERBEST (TL) FON,30.04.2026,"4,220718"
SBR,STRATEJİ PORTFÖY BİRİNCİ SERBEST FON,30.04.2026,"1,334069"
SBS,STRATEJİ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON,30.04.2026,"66,815672"
SCZ,AK PORTFÖY SEKİZİNCİ SERBEST FON,30.04.2026,"1,392082"
SDA,AK PORTFÖY 2026 SERBEST (DÖVİZ) FON,30.04.2026,"46,890309"
SEH,A1 CAPİTAL PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"1,319963"
SER,AK PORTFÖY 2028 SERBEST (DÖVİZ) FON,30.04.2026,"54,157822"
SFA,STATECH PORTFÖY ALPHA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),30.04.2026,"18,008363"
SFS,AZİMUT PORTFÖY AGRESİF FON SEPETİ FONU,30.04.2026,"1,301214"
SGT,GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,30.04.2026,"1,464849"
